Gene name	Human gene name	Human homology type	Human orthology confidence [0 low, 1 high]
Gm24679			
Gm36092			
Gm50159			
Gm50160			
Gm50161			
Gm54635			
Mc4r	MC4R	ortholog_one2one	1
Gm6443			
Vmn1r44	VN1R5	ortholog_one2many	0
Gm50165			
Scara3	SCARA3	ortholog_one2one	1
Gm50166			
Gm8824			
Gnal	GNAL	ortholog_one2one	1
Bbx	BBX	ortholog_one2one	1
Mir107			
Kif20b	KIF20B	ortholog_one2one	1
Sub1	SUB1	ortholog_one2one	1
Gm19222			
Vmn1r-ps28			
Zfp777	ZNF777	ortholog_one2one	1
Clu	CLU	ortholog_one2one	1
Creld2	CRELD2	ortholog_one2one	1
Gm45738			
Gm54714			
Ptcd3	PTCD3	ortholog_one2one	1
Rab33a	RAB33A	ortholog_one2one	1
Cenpi	CENPI	ortholog_one2one	1
Gm23144			
Pim3	PIM3	ortholog_one2one	1
Prl8a1	PRL	ortholog_one2many	0
Gm43815			
Gm34144			
Zar1	ZAR1	ortholog_one2one	0
Prss38	PRSS38	ortholog_one2one	1
Slc10a4-ps	SLC10A4	ortholog_one2one	0
Gm12713			
Ppp1r1b	PPP1R1B	ortholog_one2one	1
Gm20621			
Prl7b1	PRL	ortholog_one2many	0
Klhl8	KLHL8	ortholog_one2one	1
Phf20l1	PHF20L1	ortholog_one2one	1
Sdha	SDHA	ortholog_one2one	1
Mcmdc2	MCMDC2	ortholog_one2one	1
Gm55252			
Rpap1	RPAP1	ortholog_one2one	1
Gulo			
B230207O21Rik			
Gm42476			
Gm42967			
Dock3	DOCK3	ortholog_one2one	1
Gm43859			
Gm43858			
Gm43857			
Pdgfc	PDGFC	ortholog_one2one	1
Snap47	SNAP47	ortholog_one2one	1
Gm43547			
Gm24897			
Gm16125			
Cnga1	CNGA1	ortholog_one2one	1
Ippk	IPPK	ortholog_one2one	1
Adam2	ADAM2	ortholog_one2one	1
Gm37300			
Gm4857			
Gm43346			
Gm22531			
Gm57858			
Pole2	POLE2	ortholog_one2one	1
4930521O17Rik			
Lama4	LAMA4	ortholog_one2one	1
Ctso	CTSO	ortholog_one2one	1
Vmn1r45	VN1R5	ortholog_one2many	0
Vrk2	VRK2	ortholog_one2one	1
Gm5297			
Gm54819			
Snord87	SNORD87	ortholog_one2one	1
Nipal1	NIPAL1	ortholog_one2one	1
Snord94	SNORD94	ortholog_one2one	1
Tcf24	TCF24	ortholog_one2one	1
Vmn1r46	VN1R5	ortholog_one2many	0
E330040D14Rik			
Sccpdh	SCCPDH	ortholog_one2one	1
Prl7a1	PRL	ortholog_one2many	0
Vmn1r-ps29			
Acad9	ACAD9	ortholog_one2one	1
Zfp746	ZNF746	ortholog_one2one	1
Gm10233			
Ephx2	EPHX2	ortholog_one2one	1
Hsd17b13	HSD17B13	ortholog_one2one	1
Ighj2			
Vmn1r47	VN1R5	ortholog_one2many	0
Prl7a2	PRL	ortholog_one2many	0
Vmn1r48	VN1R5	ortholog_one2many	0
Vmn1r-ps31			
Gm20534			
Acot9	ACOT9	ortholog_one2many	1
Gm50170			
Gm50167			
Gm23512			
Gm50169			
C2cd5	C2CD5	ortholog_one2one	1
Chmp1b	CHMP1B	ortholog_one2one	1
Mppe1	MPPE1	ortholog_one2one	1
Gm11359			
Cenpp	CENPP	ortholog_one2one	1
Gm6899			
Gm12071			
Slc5a8	SLC5A8	ortholog_one2one	1
Gm44722			
Gm12070			
Gm12072			
Mir211			
Gm44719			
Gm12073			
Mir6416			
Cyp2b19			
Stard3	STARD3	ortholog_one2one	1
Gm8200			
Gm43079			
Gm43205			
Hsd17b11	HSD17B11	ortholog_one2one	1
Tdo2	TDO2	ortholog_one2one	1
Smg7	SMG7	ortholog_one2one	1
Tes3-ps	DCUN1D1	ortholog_one2many	0
Srek1			
Fam229b	FAM229B	ortholog_one2one	1
Ttll8	TTLL8	ortholog_one2one	1
Gm650			
Prdx4	PRDX4	ortholog_one2one	1
Klhdc1	KLHDC1	ortholog_one2one	1
Mir1950			
Gm44765			
Gm5248			
Gm50137			
Gm50140			
Tpcn2	TPCN2	ortholog_one2one	1
Gm24006			
Gm54676			
Gm54677			
Gm25611			
Htr7	HTR7	ortholog_one2one	1
Impa2	IMPA2	ortholog_one2one	1
Gm43545			
Gm17205			
Gm22454			
Nudt9	NUDT9	ortholog_one2one	1
Gm17117			
Gm23595			
AA543401			
Gm54864			
Mapkapk3	MAPKAPK3	ortholog_one2one	1
Gm12074			
Gm54944			
Gm24850			
Gm25387			
Gm12075			
Tcap	TCAP	ortholog_one2one	1
Cidea	CIDEA	ortholog_one2one	1
Gm15158			
Gm8606			
Rpp30	RPP30	ortholog_one2one	1
Gm54626			
Gm12077			
Ptchd1	PTCHD1	ortholog_one2one	1
Gm3810			
Gm12079			
Pnmt	PNMT	ortholog_one2one	1
Zfp267			
Tubb6	TUBB6	ortholog_one2one	1
Atp6v1g1	ATP6V1G1	ortholog_one2one	1
Gm15156			
Zfr	ZFR	ortholog_one2one	1
Ptchd1as			
Gm12080			
Jmjd4	JMJD4	ortholog_one2one	1
Car6	CA6	ortholog_one2one	1
Gm15160			
Btbd35f24			
Qrfpr	QRFPR	ortholog_one2many	1
Afg3l2	AFG3L2	ortholog_one2one	1
Gm15561			
Ighj1			
Drp2	DRP2	ortholog_one2one	1
Ankrd1	ANKRD1	ortholog_one2one	1
Ccdc127	CCDC127	ortholog_one2one	1
Gm13094			
Tmem268	TMEM268	ortholog_one2one	1
Mir5619			
Scpppq1	SCPPPQ1	ortholog_one2one	1
Asic5	ASIC5	ortholog_one2one	1
Chrna2	CHRNA2	ortholog_one2one	1
Tube1	TUBE1	ortholog_one2one	1
Fam118b	FAM118B	ortholog_one2one	1
Gm50428			
Gm25431			
Gm50427			
Gm42068			
Gm50426			
Gm7798			
Gm2106			
Gm43333			
Gm23838			
Ighmbp2	IGHMBP2	ortholog_one2one	1
Gm42718			
Gm42719			
Gm24686			
Gm3203			
Ccdc54	CCDC54	ortholog_one2one	1
Gm43324			
Gm5714			
Gm9575			
Mir6363			
Gm24925	RNU6-1038P	ortholog_one2one	0
Sparcl1	SPARCL1	ortholog_one2one	1
Gm32431			
Zfp867	ZNF878	ortholog_one2one	0
Gm6767			
Lrrc14b	LRRC14B	ortholog_one2one	1
Gm49608			
Sim2	SIM2	ortholog_one2one	1
Ighd4-1			
Ptk2b	PTK2B	ortholog_one2one	1
Zfp72			
Ighd3-2			
Klhdc2	KLHDC2	ortholog_one2one	1
Gm12263			
Pgap3	PGAP3	ortholog_one2one	1
Gm43255			
Gm54654			
Prelid3a	PRELID3A	ortholog_one2one	1
Pou5f1-rs11			
Gm17835			
Gm17887			
Gm11483			
Gm24448	RNU6-378P	ortholog_one2one	0
Gucy1b1	GUCY1B1	ortholog_one2one	1
Tex53			
Ecm2	ECM2	ortholog_one2one	1
Tex48	TEX48	ortholog_one2one	0
Gm24234			
Eno1	ENO1	ortholog_one2many	1
Rtkn2	RTKN2	ortholog_one2one	1
Zfp804b	ZNF804B	ortholog_one2one	1
Spire1	SPIRE1	ortholog_one2one	1
Gm24525			
Tubb4b-ps1			
Gm42598			
Gm42597			
Dspp	DSPP	ortholog_one2one	0
Gm8227			
Prl7d1	PRL	ortholog_one2many	0
Hlcs	HLCS	ortholog_one2one	1
Ighd5-6			
Gm43841			
Ighd2-8			
Tex47	TEX47	ortholog_one2one	1
Ighd5-5			
Ighd2-7			
Ighd5-8			
Ighd5-4			
Ighd2-6			
Gm12262			
Gm4960			
Ighd5-7			
Ighd5-3			
Dmp1	DMP1	ortholog_one2one	1
Myo1c	MYO1C	ortholog_one2one	1
Ighd2-5			
Gm37327			
Ighd5-2			
Ighd2-4			
Gm54550			
Mir1898			
Gm2573			
Ighd6-2			
Ftl1-ps1	FTL	ortholog_one2many	0
Anxa5	ANXA5	ortholog_one2one	1
Gm2581			
Gm37227			
Ighd2-3			
Mlc1	MLC1	ortholog_one2one	1
Ighd6-1			
Ighd1-1			
Adam6b			
Mir692-3			
Prl7c1	PRL	ortholog_one2many	0
Gm54981			
Gm8802			
Ighd3-1			
Ighd5-1			
Gm54982			
Gm43478			
Gm16968			
Steap4	STEAP4	ortholog_one2one	1
Adam6a			
Ighv5-1			
Gm47435			
Prl2a1	PRL	ortholog_one2many	0
Ighv2-1			
Ighv2-2			
Ibsp	IBSP	ortholog_one2one	1
Cish	CISH	ortholog_one2one	1
Ighv5-3			
Tnfsf8	TNFSF8	ortholog_one2one	1
Gm28791			
1700040K01Rik			
Ighv5-4			
Aspn	ASPN	ortholog_one2one	1
Kif28			
Ighv6-1			
Ighv2-3			
Gm15731			
Gm17041			
Ighv5-5			
Rpusd4	RPUSD4	ortholog_one2one	1
Rpl17-ps4			
Ighv5-6			
Rere	RERE	ortholog_one2one	1
Mepe	MEPE	ortholog_one2one	0
Gm9517			
Gm54583			
Mrpl21	MRPL21	ortholog_one2one	1
Gm48979			
Ighv5-7			
Gm48984			
Ighv2-4			
Gm48978			
Gm6363			
Ripply3	RIPPLY3	ortholog_one2one	1
Txk	TXK	ortholog_one2one	1
Gm8976			
Col5a2	COL5A2	ortholog_one2one	1
Zfp825			
Gm21051			
Gm18621			
Ighv5-8			
Mir7009			
1810062G17Rik			
Rpl31-ps1			
Gm54608			
Gm11548			
Prl2c1	PRL	ortholog_one2many	0
Gm8702			
Gm21614			
Pigp	PIGP	ortholog_one2one	1
Gm47984			
Mtmr12	MTMR12	ortholog_one2one	1
Gm40598			
Ighv5-9			
Gm23814			
Gucy1a1	GUCY1A1	ortholog_one2one	1
Gm5614			
Id1	ID1	ortholog_one2one	1
2610105M22Rik			
Gm47854			
Gm7293			
Gm8959			
Gm6841			
Ighv5-10			
Hemk1	HEMK1	ortholog_one2one	1
Gm22476	RNU6-700P	ortholog_many2many	0
Gm22476	RNU6-837P	ortholog_many2many	0
Gm22476	RNU6-437P	ortholog_many2many	0
Gm34165			
Gm47470			
Gm11360			
Gm18881			
Gm18500			
Prl4a1	PRL	ortholog_one2many	0
Gm47998			
Gm14162			
Gm37187			
Cox4i2	COX4I2	ortholog_one2one	1
Gm21007			
Gm23249	RNU1-83P	ortholog_one2one	0
Mir8099-2			
Ighv2-5			
Gm6081			
Mir6368			
Gm11362			
Gm34639			
Gm9726			
Gm7119			
Ighv5-11			
Gm14373			
Gm14452			
Gm14451			
Mir6984			
Gm14448			
Gm50307			
Sox4	SOX4	ortholog_one2one	1
Gm14450			
Nudt11	NUDT11	ortholog_one2many	1
Smim43	SMIM43	ortholog_one2one	1
Gm18749			
Cpt1a	CPT1A	ortholog_one2one	1
Gm11363			
Nemf	NEMF	ortholog_one2one	1
Gm55275			
Erap1	ERAP1	ortholog_one2one	1
Bcl2l1	BCL2L1	ortholog_one2one	1
Rpl19-ps12			
Gm54638			
Ezhip			
Mir7010			
Gm11550			
Abca4	ABCA4	ortholog_one2one	1
6430571L13Rik	C3orf18	ortholog_one2one	1
n-R5s2			
Nudt10	NUDT11	ortholog_one2many	0
Taf7l	TAF7L	ortholog_one2many	0
Gm13092			
Gm55126	RNU6-544P	ortholog_one2one	0
Tnc	TNC	ortholog_one2one	1
Ccn6	CCN6	ortholog_one2one	1
Gm45212			
F7	F7	ortholog_one2one	1
Cyp2g1			
Arhgap20	ARHGAP20	ortholog_one2one	1
D030034A15Rik			
Gm6477			
Arid5b	ARID5B	ortholog_one2one	1
Gm17669			
Cep76	CEP76	ortholog_one2one	1
Phactr3	PHACTR3	ortholog_one2one	1
Gm45458			
Gm23604	SNORA17A	ortholog_one2many	0
Gm23604			
Nfat5	NFAT5	ortholog_one2one	1
Smim38	SMIM38	ortholog_one2one	1
Mrgprf	MRGPRF	ortholog_one2one	1
Psmg2	PSMG2	ortholog_one2one	1
Mrgprd	MRGPRD	ortholog_one2one	1
Cyp2a5	CYP2A6	ortholog_many2many	0
Cyp2a5	CYP2A13	ortholog_many2many	0
Cyp2a5	CYP2A7	ortholog_many2many	0
Gm15310			
Cblb	CBLB	ortholog_one2one	1
Gm38211			
Wdfy1	WDFY1	ortholog_one2one	1
Cabcoco1	CABCOCO1	ortholog_one2one	1
Bmp15	BMP15	ortholog_one2one	1
Cdon	CDON	ortholog_one2one	1
Ptpn2	PTPN2	ortholog_one2one	1
Gm16410			
Gm46497			
Gm23124	RNU6-693P	ortholog_one2one	0
1810049J17Rik			
Zfp280c	ZNF280C	ortholog_one2one	1
Cdkal1	CDKAL1	ortholog_one2one	1
Tg	TG	ortholog_one2one	1
Gm7594			
Tmem26	TMEM26	ortholog_one2one	1
Tesmin	TESMIN	ortholog_one2one	1
Obox3-ps1			
Obox4-ps4			
Gtpbp4-ps1			
Ranbp2-ps2			
Mtmr10	MTMR10	ortholog_one2one	1
Ano4	ANO4	ortholog_one2one	1
Zzz3	ZZZ3	ortholog_one2one	1
Gm25630			
Gm54873			
Fdx1	FDX1	ortholog_one2one	1
Gm43717			
Gm18504			
Ighv5-12			
Sri	SRI	ortholog_one2one	1
Gm48011			
Gm4808			
Ighv2-6			
Gm48013			
Gm26055			
Gm37976			
Rdx	RDX	ortholog_one2one	1
Gm22246	RNU6-9	ortholog_one2one	0
Gm54610			
Rpl17-ps2			
Rn7s2			
Gm37418			
Obox4-ps36			
Gm54611			
Api5-ps			
Gm18113			
Obox4-ps37			
Gm26056	RNU6-47P	ortholog_one2one	0
Obox3-ps2			
Obox4-ps5			
Gtpbp4-ps2			
Flrt2	FLRT2	ortholog_one2one	1
Ranbp2-ps3			
Obox4-ps38			
Obox4-ps39			
Ranbp2-ps4			
Cyp2a22	CYP2A6	ortholog_many2many	0
Cyp2a22	CYP2A13	ortholog_many2many	0
Cyp2a22	CYP2A7	ortholog_many2many	0
Gm38203			
Gm9887			
Gm48014			
Gm48015			
Ighv5-12-4			
Arf6	ARF6	ortholog_one2one	1
Obox4-ps6			
Seh1l	SEH1L	ortholog_one2one	1
Gm24701	RNU6-20P	ortholog_one2many	0
Obox3-ps3			
Gm38205			
Ighv2-9-1			
Obox4-ps7			
Gtpbp4-ps3			
Ranbp2-ps5			
Obox4-ps8			
Gm37722			
Obox4-ps9			
Gal	GAL	ortholog_one2one	1
Cyp2a12	CYP2A6	ortholog_many2many	1
Cyp2a12	CYP2A13	ortholog_many2many	1
Cyp2a12	CYP2A7	ortholog_many2many	0
Gm6863			
Gm47397			
Ighv5-13			
Gm54613			
Gm40552			
Gm54615	RNA5SP534	ortholog_one2one	0
Gm5186			
Ighv2-6-8			
Gm2398			
Gm7003			
Gm8785			
Gm35274			
Ighv2-7			
Obox3-ps4			
Fan1	FAN1	ortholog_one2one	1
Gm6869			
Rpl26-ps3			
Gm10555			
Gm47415			
Ppp1r42	PPP1R42	ortholog_one2one	1
Vcpkmt	VCPKMT	ortholog_one2one	1
Btaf1	BTAF1	ortholog_one2one	1
Gm54877			
Zc3h12c	ZC3H12C	ortholog_one2one	1
Cep192	CEP192	ortholog_one2one	1
Sorbs2os			
Gm35412			
Gm45457			
Gm25309			
Ighv5-16			
Nqo1	NQO1	ortholog_one2one	1
Obox4-ps10			
Gtpbp4-ps4			
Ranbp2-ps6			
Obox4-ps11			
Ighv5-17			
Obox4-ps12			
Gm15730			
Mir6244			
Gm25562			
Obox4-ps13			
Btf3-ps15			
Obox4-ps14			
Ighv5-18			
AI593442	C11orf87	ortholog_one2one	1
Spp1	SPP1	ortholog_one2one	1
Obox4-ps15			
Ighv2-8			
Obox4-ps16			
Obox4-ps17			
Ighv2-9			
Mphosph10	MPHOSPH10	ortholog_one2one	1
Gm54880			
Gm47981			
Ighv5-19			
Ddx10	DDX10	ortholog_one2one	1
Pdlim3	PDLIM3	ortholog_one2one	1
Ighv7-1	IGHV3-49	ortholog_many2many	0
Ighv7-1	IGHV3-15	ortholog_many2many	0
Ighv7-1	IGHV3-73	ortholog_many2many	0
Ighv7-1	IGHV3OR15-7	ortholog_many2many	0
Ighv7-1	IGHV3-72	ortholog_many2many	0
Ighv14-1	IGHV1-45	ortholog_many2many	0
Ighv14-1	IGHV1-3	ortholog_many2many	0
Ighv14-1	IGHV1-69	ortholog_many2many	0
Ighv14-1		ortholog_many2many	0
Ighv14-1	IGHV1-2	ortholog_many2many	0
Ighv14-1	IGHV1-46	ortholog_many2many	0
Ighv14-1	IGHV1-69-2	ortholog_many2many	0
Ighv14-1	IGHV1OR15-1	ortholog_many2many	0
Ighv14-1	IGHV1OR15-9	ortholog_many2many	0
Ighv14-1	IGHV1-69D	ortholog_many2many	0
Ighv14-1	IGHV1-58	ortholog_many2many	0
Ighv14-1	IGHV1OR21-1	ortholog_many2many	0
Ighv14-1	IGHV1-18	ortholog_many2many	0
Ighv14-1	IGHV1-24	ortholog_many2many	0
Vmn1r49	VN1R5	ortholog_one2many	0
Ighv4-1			
Vmn1r50	VN1R5	ortholog_one2many	0
Ighv3-1			
Obox4-ps18			
Obox4-ps19			
Gm37961			
Obox4-ps20			
Gm44312			
Ighv11-1			
Gm11364			
Ppp6r3	PPP6R3	ortholog_one2one	1
Obox4-ps21			
E2f3	E2F3	ortholog_one2one	1
Gm44306			
Obox4-ps22			
Obox4-ps23			
Ighv14-2	IGHV1-45	ortholog_many2many	0
Ighv14-2	IGHV1-3	ortholog_many2many	0
Ighv14-2	IGHV1-69	ortholog_many2many	0
Ighv14-2		ortholog_many2many	0
Ighv14-2	IGHV1-2	ortholog_many2many	0
Ighv14-2	IGHV1-46	ortholog_many2many	0
Ighv14-2	IGHV1-69-2	ortholog_many2many	0
Ighv14-2	IGHV1OR15-1	ortholog_many2many	0
Ighv14-2	IGHV1OR15-9	ortholog_many2many	0
Ighv14-2	IGHV1-69D	ortholog_many2many	0
Ighv14-2	IGHV1-58	ortholog_many2many	0
Ighv14-2	IGHV1OR21-1	ortholog_many2many	0
Ighv14-2	IGHV1-18	ortholog_many2many	0
Ighv14-2	IGHV1-24	ortholog_many2many	0
Vmn1r51	VN1R5	ortholog_one2many	0
Mrip-ps			
Mcee	MCEE	ortholog_one2one	1
Gm15818			
Mrpl44	MRPL44	ortholog_one2one	1
Etnk1	ETNK1	ortholog_one2one	1
Ighv4-2			
Gm45512			
Obox3-ps5			
Ighv3-2			
Ccdc110			
Ighv11-2			
Obox4-ps24			
Klk1b28-ps			
Gm45196			
Klk1b19-ps			
Klk1b27	KLK3	ortholog_many2many	0
Klk1b27	KLK2	ortholog_many2many	0
Klk1b27	KLK1	ortholog_many2many	1
Galc	GALC	ortholog_one2one	1
Gm24674			
Serpine2	SERPINE2	ortholog_one2one	1
Gm47986			
Exph5	EXPH5	ortholog_one2one	1
Gm45197			
Apba2	APBA2	ortholog_one2one	1
Nob1	NOB1	ortholog_one2one	1
Gm8887			
Vmn1r52	VN1R5	ortholog_one2many	0
Poglut3	POGLUT3	ortholog_one2one	1
Ldlrad4	LDLRAD4	ortholog_one2one	1
Gm11216			
Gm23950			
Gm11218			
Gm11219			
Pappa	PAPPA	ortholog_one2one	1
V1ra8	VN1R5	ortholog_one2many	0
Vmn1r53	VN1R5	ortholog_one2many	0
Gm4287			
Vmn1r-ps34			
Polr1a	POLR1A	ortholog_one2one	1
Gm11365			
Gm11368			
Or4x18	OR4X2	ortholog_one2many	0
Gm41764			
Golph3	GOLPH3	ortholog_one2one	1
Gm47259			
Mir130c			
Gm49367			
Gm11367			
Gm18149			
4930550C14Rik	C11orf65	ortholog_one2one	1
Mboat1	MBOAT1	ortholog_one2one	1
Mc2r	MC2R	ortholog_one2one	1
Gm23513	SNORA84	ortholog_one2many	0
Tyro3	TYRO3	ortholog_one2one	1
Alcam	ALCAM	ortholog_one2one	1
Gm50258			
Gm50259			
Gm42793			
Mir6356			
Gm50260			
Pkd2	PKD2	ortholog_one2one	1
Mir145b			
Gm54679			
Gm4842			
Gm15878			
Cfap96	CFAP96	ortholog_one2one	1
Nmnat2	NMNAT2	ortholog_one2one	1
Pcdh1	PCDH1	ortholog_one2one	1
Gm45026			
Gm48443			
Gm45082			
Acrv1	ACRV1	ortholog_one2one	1
Gm44721			
Klk1b15-ps			
Gm23206	RNU2-39P	ortholog_one2many	0
Gm23206	RNU2-32P	ortholog_one2many	0
Gm11366			
Agtr1a	AGTR1	ortholog_one2many	0
Mov10l1	MOV10L1	ortholog_one2one	1
Gm45125			
Klk1b21	KLK3	ortholog_many2many	0
Klk1b21	KLK2	ortholog_many2many	0
Klk1b21	KLK1	ortholog_many2many	1
Cacna1d	CACNA1D	ortholog_one2one	1
F10	F10	ortholog_one2one	1
Atm	ATM	ortholog_one2one	1
Entrep2	ENTREP2	ortholog_one2one	1
Gm10268			
Dele1	DELE1	ortholog_one2one	1
Exosc9	EXOSC9	ortholog_one2one	1
Timm8a1	TIMM8A	ortholog_one2one	1
Gm48161			
Gm11369			
Gm48052			
LOC667541			
Gm54740			
Gm15173			
Gm48054			
Gm2645			
Gm54648			
Gm47413			
Gm8644			
Spata31e3			
Gm15171			
Gm8648			
Shroom4	SHROOM4	ortholog_one2one	1
Ighv14-3	IGHV1-45	ortholog_many2many	0
Ighv14-3	IGHV1-3	ortholog_many2many	0
Ighv14-3	IGHV1-69	ortholog_many2many	0
Ighv14-3		ortholog_many2many	0
Ighv14-3	IGHV1-2	ortholog_many2many	0
Ighv14-3	IGHV1-46	ortholog_many2many	0
Ighv14-3	IGHV1-69-2	ortholog_many2many	0
Ighv14-3	IGHV1OR15-1	ortholog_many2many	0
Ighv14-3	IGHV1OR15-9	ortholog_many2many	0
Ighv14-3	IGHV1-69D	ortholog_many2many	0
Ighv14-3	IGHV1-58	ortholog_many2many	0
Ighv14-3	IGHV1OR21-1	ortholog_many2many	0
Ighv14-3	IGHV1-18	ortholog_many2many	0
Ighv14-3	IGHV1-24	ortholog_many2many	0
Astn2	ASTN2	ortholog_one2one	1
Gm54741			
Gm8739			
Gm6056			
Gm47554			
Ighv16-1			
S1pr3	S1PR3	ortholog_one2one	1
Nsmce3			
Gm55182			
Gm48115			
Gm48118			
Gm17908			
Ighv6-2			
Gm38141			
Gm17918			
Hmga2	HMGA2	ortholog_one2one	1
Gpr65	GPR65	ortholog_one2one	1
Arnt2	ARNT2	ortholog_one2one	1
Erbin	ERBIN	ortholog_one2one	1
Ighv9-1	IGHV7-81	ortholog_many2many	0
Ighv9-1	IGHV7-4-1	ortholog_many2many	1
Gm8258			
Ighv12-1			
Zfp951			
Gm47567			
Sos2	SOS2	ortholog_one2one	1
Abcg3	ABCG2	ortholog_one2one	0
Gm5529			
Mir763			
Gm24298			
Gm38289			
Gm37505			
Gm10743			
Gm28960			
Msrb3	MSRB3	ortholog_one2one	1
Gm28071			
Gm23272			
Vmn1r54	VN1R5	ortholog_one2many	0
Gm28058			
Gm23934	RNU6-5P	ortholog_one2many	0
Gm43891			
Gm38339			
Fam124b	FAM124B	ortholog_one2one	1
Gm19078			
9130221F21Rik			
Gm8952			
Gm44604			
Gm37932			
BC048671	C3orf22	ortholog_one2one	0
Ahctf1	AHCTF1	ortholog_one2one	1
Smpx	SMPX	ortholog_one2one	1
Pcdh12	PCDH12	ortholog_one2one	1
Chst13	CHST13	ortholog_one2one	1
Crk	CRK	ortholog_one2one	1
Lemd3	LEMD3	ortholog_one2one	1
St3gal5	ST3GAL5	ortholog_one2one	1
Gm24097	RNU6-924P	ortholog_one2one	0
Gm43856			
Gm43855			
Gm5870			
Proz	PROZ	ortholog_one2one	1
Gbp8	GBP6	ortholog_one2many	0
Rnf14	RNF14	ortholog_one2one	1
Gm49634			
Gm25723			
Gm22459			
Gm49637			
Gm49638			
Gm54592			
Gm5487			
Gm49639			
Gm25853			
Ak5	AK5	ortholog_one2one	1
Gm46541			
Gm23180			
Gm8881			
Gm22977			
Zpld1	ZPLD1	ortholog_one2one	1
Erbb2	ERBB2	ortholog_one2one	1
Gm17023			
Ufsp2	UFSP2	ortholog_one2one	1
Gbp9	GBP6	ortholog_one2many	0
Gm17140			
Gm23737			
Panx2	PANX2	ortholog_one2one	1
Cobll1	COBLL1	ortholog_one2one	1
Trim32	TRIM32	ortholog_one2one	1
Pdzd2	PDZD2	ortholog_one2one	1
Ccna2	CCNA2	ortholog_one2one	1
Klhl34	KLHL34	ortholog_one2one	1
Btk	BTK	ortholog_one2one	1
Gm29438			
Atoh8	ATOH8	ortholog_one2one	1
Gm11484			
Gm25480		ortholog_one2many	0
Gm54908			
Gm11220			
Gm48341			
Tlr4	TLR4	ortholog_one2one	1
Wif1	WIF1	ortholog_one2one	1
Uroc1	UROC1	ortholog_one2one	1
Mir5118			
Gbp4	GBP6	ortholog_one2many	1
Gm23003	RNU6-1001P	ortholog_one2many	0
Gm19771			
Ighv9-2	IGHV7-81	ortholog_many2many	0
Ighv9-2	IGHV7-4-1	ortholog_many2many	1
Gm26369	RNU6-505P	ortholog_one2one	0
Smpd4	SMPD4	ortholog_one2one	1
Ighv12-2			
Nthl1	NTHL1	ortholog_one2one	1
Gm24449			
Ighv9-3	IGHV7-81	ortholog_many2many	0
Ighv9-3	IGHV7-4-1	ortholog_many2many	1
Gm11403			
Hmgb1-rs18			
Ighv7-3	IGHV3-49	ortholog_many2many	1
Ighv7-3	IGHV3-15	ortholog_many2many	1
Ighv7-3	IGHV3-73	ortholog_many2many	0
Ighv7-3	IGHV3OR15-7	ortholog_many2many	1
Ighv7-3	IGHV3-72	ortholog_many2many	0
Gm55159			
Gm11249			
Gm11751			
Cops5	COPS5	ortholog_one2one	1
Ighv15-1			
L2hgdh	L2HGDH	ortholog_one2one	1
Gm23738			
Tcp1-ps1			
Brinp1	BRINP1	ortholog_one2one	1
Myo6	MYO6	ortholog_one2one	1
Gm48696			
Gm23940	RNU6-230P	ortholog_one2one	0
Gm48683			
Lrp5	LRP5	ortholog_one2one	1
Gm54557			
Gm2606			
F830212C03Rik			
Gm54558			
Nherf2	NHERF2	ortholog_one2one	1
Gm49276			
Ighv14-4	IGHV1-45	ortholog_many2many	0
Ighv14-4	IGHV1-3	ortholog_many2many	0
Ighv14-4	IGHV1-69	ortholog_many2many	0
Ighv14-4		ortholog_many2many	0
Ighv14-4	IGHV1-2	ortholog_many2many	0
Ighv14-4	IGHV1-46	ortholog_many2many	0
Ighv14-4	IGHV1-69-2	ortholog_many2many	0
Ighv14-4	IGHV1OR15-1	ortholog_many2many	0
Ighv14-4	IGHV1OR15-9	ortholog_many2many	0
Ighv14-4	IGHV1-69D	ortholog_many2many	0
Ighv14-4	IGHV1-58	ortholog_many2many	0
Ighv14-4	IGHV1OR21-1	ortholog_many2many	0
Ighv14-4	IGHV1-18	ortholog_many2many	0
Ighv14-4	IGHV1-24	ortholog_many2many	0
Gm17756			
Gm49277			
Trabd	TRABD	ortholog_one2one	1
Ankrd37	ANKRD37	ortholog_one2one	1
Gm37838			
Ighv3-3			
Map9	MAP9	ortholog_one2one	1
Kcnk10	KCNK10	ortholog_one2one	1
Gm48410			
Gm10741			
Gm48426			
Tbc1d30	TBC1D30	ortholog_one2one	1
Gm24697	RNU6-410P	ortholog_one2one	0
Gm11404			
Gm11221			
Gm11222			
Tec	TEC	ortholog_one2one	1
Gm11224			
Gm11225			
Gm54986	RNU6-891P	ortholog_one2one	0
Mien1	MIEN1	ortholog_one2one	1
Cdk5rap2	CDK5RAP2	ortholog_one2one	1
Gm12352			
Pcid2	PCID2	ortholog_one2one	1
Zkscan17	ZNF496	ortholog_one2one	1
Zxdc	ZXDC	ortholog_one2one	1
5330409N07Rik			
Ighv3-4			
Gm47346			
Dmac2l	DMAC2L	ortholog_one2one	1
Gm25486			
Ighv3-5			
Gm4478			
Gm48435			
Gm37070			
Gm18551			
Gm15154			
Gns	GNS	ortholog_one2one	1
Ighv13-1			
Lamc2	LAMC2	ortholog_one2one	1
Sla	SLA	ortholog_one2one	1
Rpl36a			
Gm25790			
Ighv9-4	IGHV7-81	ortholog_many2many	0
